Name,NetWorth,Country,Source,Rank,Age,Residence,Citizenship,Status,Children,Education,Self_made
Kerr Neilson,1.4,Australia,Investments,2141,71,"Sydney, Australia",Australia,Divorced,2,"Bachelor of Arts/Science, University of Cape Town",TRUE
Drorit Wertheim,1.4,Israel,Coca Cola Israel,2141,65,"Bnei Atarot, Israel",Israel,Divorced,2,,FALSE
Lidiya Mikhailova & family,1.3,Russia,agribusiness,2263,63,"London, United Kingdom",Russia,Divorced,2,,TRUE
Thomas Bailey,1.2,United States,money management,2378,84,"Aspen, Colorado",United States,Divorced,2,"Bachelor of Arts/Science, Michigan State University; Master of Business Administration, University of Western Ontario",TRUE
Mathias Kamprad,1.2,Sweden,IKEA,2378,51,"London, United Kingdom",Sweden,Divorced,2,,FALSE
Laurie Tisch,1.2,United States,"insurance, NFL team",2378,70,"New York, New York",United States,Divorced,2,,FALSE
Ron Corio,1.1,United States,solar,2524,59,"Albuquerque, New Mexico",United States,Divorced,2,,TRUE
George Yancopoulos,1.1,United States,pharmaceuticals,2524,61,"Yorktown Heights, New York",United States,Divorced,2,"Medical Doctor, Columbia University; Ph.D, Columbia University",TRUE
Clelia Haji-Ioannou,1,Cyprus,EasyJet,2674,50,"Monte Carlo, Monaco",Cyprus,Divorced,2,,FALSE
Sheryl Sandberg,1.7,United States,Facebook,1833,51,"Menlo Park, California",United States,Engaged,2,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, Harvard University",TRUE
"Wilbur 'Ed' Bosarge, Jr.",1,United States,high speed trading,2674,81,"Houston, Texas",United States,Engaged,2,"Ph.D, Brown University; Bachelor of Arts/Science, Georgia Tech",TRUE
Michael Bloomberg,59,United States,Bloomberg LP,20,79,"New York, New York",United States,In Relationship,2,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, Johns Hopkins University",TRUE
Guenther Fielmann & family,6,Germany,optometry,451,81,"Hamburg, Germany",Germany,In Relationship,2,,TRUE
Gary Friedman,2.8,United States,Furniture retail,1111,63,"Belvedere, California",United States,In Relationship,2,"Drop Out, Santa Rosa Junior College",TRUE
Mark Zuckerberg,97,United States,Facebook,5,36,"Palo Alto, California",United States,Married,2,"Drop Out, Harvard University",TRUE
Francoise Bettencourt Meyers & family,73.6,France,L'OrÌ©al,12,67,"Paris, France",France,Married,2,,FALSE
Gautam Adani & family,50.5,India,"infrastructure, commodities",24,58,"Ahmedabad, India",India,Married,2,,TRUE
Charles Koch,46.4,United States,Koch Industries,27,85,"Wichita, Kansas",United States,Married,2,"Bachelor of Arts/Science, Massachusetts Institute of Technology; Master of Science, Massachusetts Institute of Technology",FALSE
Masayoshi Son,45.4,Japan,"internet, telecom",29,63,"Tokyo, Japan",Japan,Married,2,"Bachelor of Arts/Science, University of California, Berkeley",TRUE
Tadashi Yanai & family,44.1,Japan,fashion retail,31,72,"Tokyo, Japan",Japan,Married,2,"Bachelor of Arts/Science, Waseda University",TRUE
Dieter Schwarz,36.9,Germany,retail,38,81,"Neckarsulm, Germany",Germany,Married,2,,FALSE
Giovanni Ferrero,35.1,Italy,"Nutella, chocolates",40,56,"Brussels, Belgium",Italy,Married,2,,FALSE
Gerard Wertheimer,34.5,France,Chanel,41,70,"New York, New York",France,Married,2,,FALSE
Hui Ka Yan,27.7,China,real estate,53,62,"Shenzhen, China",China,Married,2,"Bachelor of Arts/Science, Wuhan U of  Science & Tec",TRUE
Leonid Mikhelson,24.9,Russia,"gas, chemicals",66,65,"Moscow, Russia",Russia,Married,2,"Bachelor of Arts/Science, Kuybyshev Engineering and Construction Institute",TRUE
Lei Jun,23,China,smartphones,75,51,"Beijing, China",China,Married,2,"Bachelor of Science in Engineering, Wuhan University",TRUE
Abigail Johnson,20.9,United States,money management,85,59,"Milton, Massachusetts",United States,Married,2,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, Hobart and William Smith",FALSE
Eric Schmidt,18.9,United States,Google,96,66,"Atherton, California",United States,Married,2,"Bachelor of Arts/Science, Princeton University; Doctorate, University of California, Berkeley; Master of Science, University of California, Berkeley",TRUE
Andrey Melnichenko,17.9,Russia,"coal, fertilizers",105,49,"Moscow, Russia",Russia,Married,2,"Master of Science, Plekhanov Russian University of Economics",TRUE
Uday Kotak,15.9,India,banking,121,62,"Mumbai, India",India,Married,2,"Bachelor of Arts/Science, Bombay University; Master of Business Administration, University of Bombay",TRUE
Carl Icahn,15.8,United States,investments,124,85,"Indian Creek, Florida",United States,Married,2,"Drop Out, New York University; Bachelor of Arts/Science, Princeton University",TRUE
Lakshmi Mittal,14.9,India,steel,133,70,"London, United Kingdom",India,Married,2,"Bachelor of Arts/Science, St Xavier's College Calcutta",FALSE
Gong Hongjia & family,14.4,Hong Kong,video surveillance,144,56,"Hong Kong, Hong Kong",Hong Kong,Married,2,"Bachelor of Arts/Science, Huazhong University of Science and Technology",TRUE
Mike Cannon-Brookes,14.2,Australia,software,145,41,"Sydney, Australia",Australia,Married,2,"Bachelor of Arts/Science, University of New South Wales",TRUE
Seo Jung-jin,14.2,South Korea,biotech,145,63,"Seoul, South Korea",South Korea,Married,2,"Bachelor of Arts/Science, Konkuk University; Master of Science, Konkuk University",TRUE
Scott Farquhar,14,Australia,software,150,41,"Sydney, Australia",Australia,Married,2,"Bachelor of Arts/Science, University of New South Wales",TRUE
Kim Jung-ju,13.3,South Korea,online games,158,53,"Seoul, South Korea",South Korea,Married,2,"Doctorate, Korea Advanced Institute of Science and Technology; Master of Science, Korea Advanced Institute of Science and Technology; Bachelor of Arts/Science, Seoul National University",TRUE
Nathan Blecharczyk,12.4,United States,Airbnb,177,37,"San Francisco, California",United States,Married,2,"Bachelor of Arts/Science, Harvard University",TRUE
John Doerr,12.4,United States,venture capital,177,69,"Woodside, California",United States,Married,2,"Master of Business Administration, Harvard University; Bachelor of Arts/Science, Rice University; Master of Science, Rice University",TRUE
Liu Yonghao & family,12.1,China,agribusiness,182,69,"Chengdu, China",China,Married,2,,TRUE
Gordon Moore,12.1,United States,Intel,182,92,"Woodside, California",United States,Married,2,"Doctorate, California Institute of Technology; Bachelor of Arts/Science, University of California, Berkeley",TRUE
Marcel Herrmann Telles,11.5,Brazil,beer,191,71,"Sao Paulo, Brazil",Brazil,Married,2,"Bachelor of Arts/Science, Universidade Federal do Rio de Janeiro",TRUE
Viktor Rashnikov,11.2,Russia,steel,195,72,"Magnitogorsk, Russia",Russia,Married,2,"Bachelor of Science in Engineering, Magnitogorsk MiningåÊand Metallurgical Institute",TRUE
Harry Triguboff,11.2,Australia,real estate,195,88,"Sydney, Australia",Australia,Married,2,"Bachelor of Arts/Science, University of Leeds",TRUE
Leonid Fedun & family,11.1,Russia,oil,197,65,"Moscow, Russia",Russia,Married,2,"Master of Science, Military Academy F.E.Dzerzhinsky",TRUE
Evan Spiegel,11.1,United States,Snapchat,197,30,"Los Angeles, California",United States,Married,2,"Bachelor of Science, Stanford University",TRUE
Andreas Struengmann & family,11,Germany,pharmaceuticals,200,71,"Tegernsee, Germany",Germany,Married,2,"Medical Doctor, University at Buffalo",TRUE
Dilip Shanghvi,10.9,India,pharmaceuticals,203,65,"Mumbai, India",India,Married,2,"Bachelor of Arts/Science, Calcutta University",TRUE
Melker Schorling & family,10.5,Sweden,investments,213,73,"Stockholm, Sweden",Sweden,Married,2,"Master of Business Administration, Gothenburg University",TRUE
Hui Wing Mau,10.3,Hong Kong,real estate,219,70,"Hong Kong, Hong Kong",Hong Kong,Married,2,"Master of Business Administration, University of South Australia",TRUE
Dietmar Hopp & family,10.1,Germany,software,224,81,"Walldorf, Germany",Germany,Married,2,"Master of Science, University of Karlsruhe",TRUE
Ding Shizhong & family,9.4,China,sports apparel,247,50,"Quanzhou, China",China,Married,2,"EMBA, Xiamen University",TRUE
Kim Beom-su,9.3,South Korea,online services,251,55,"Seoul, South Korea",South Korea,Married,2,"Bachelor of Science in Engineering, Seoul National University; Master of Science, Seoul National University",TRUE
David Sun,9.1,United States,computer hardware,256,69,"Irvine, California",United States,Married,2,"Bachelor of Engineering, Tatung University",TRUE
John Tu,9.1,United States,computer hardware,256,79,"Rolling Hills, California",United States,Married,2,"Bachelor of Arts/Science, Technische UniversitÌ_t Darmstadt",TRUE
Viktor Vekselberg,9,Russia,"metals, energy",262,64,"Moscow, Russia",Russia,Married,2,"Bachelor of Arts/Science, Moscow State University of Railway Engineering",TRUE
Michael Otto,8.9,Germany,"retail, real estate",264,78,"Hamburg, Germany",Germany,Married,2,"Doctorate, University of Hamburg; Doctorate, University of Munich",FALSE
Graeme Hart,8.7,New Zealand,investments,274,65,"Auckland, New Zealand",New Zealand,Married,2,,TRUE
Shigenobu Nagamori,8.7,Japan,motors,274,76,"Kyoto, Japan",Japan,Married,2,,TRUE
Azim Premji,8.6,India,software services,288,75,"Bangalore, India",India,Married,2,"Bachelor of Arts/Science, Stanford University",FALSE
Marc Benioff,8.4,United States,business software,294,56,"San Francisco, California",United States,Married,2,"Bachelor of Arts/Science, University of Southern California",TRUE
Ann Walton Kroenke,8.4,United States,Walmart,294,72,"Electra, Texas",United States,Married,2,"Registered Nurse, Lincoln University",FALSE
Dan Cathy,8.3,United States,Chick-fil-A,297,68,"Atlanta, Georgia",United States,Married,2,"Bachelor of Arts/Science, Georgia Southern University",FALSE
Hasso Plattner & family,8.3,Germany,software,297,77,"Heidelberg, Germany",Germany,Married,2,"Master of Science, University of Karlsruhe",TRUE
Stanley Kroenke,8.2,United States,"sports, real estate",304,73,"Electra, Texas",United States,Married,2,"Master of Business Administration, Robert J. Trulaske, Sr. College of Business; Bachelor of Arts/Science, University of Missouri",TRUE
Shahid Khan,8,United States,auto parts,308,70,"Naples, Florida",United States,Married,2,"Bachelor of Arts/Science, University of Illinois, Urbana-Champaign",TRUE
John Malone,7.8,United States,cable television,316,80,"Elizabeth, Colorado",United States,Married,2,"Doctorate, Johns Hopkins University; Master of Science, Johns Hopkins University; Bachelor of Arts/Science, Yale University",TRUE
Valerie Mars,7.8,United States,"candy, pet food",316,62,"New York, New York",United States,Married,2,"Master of Business Administration, Columbia University; Bachelor of Arts/Science, Yale University",FALSE
Rinat Akhmetov,7.6,Ukraine,"steel, coal",327,54,"Donetsk, Ukraine",Ukraine,Married,2,"Bachelor of Arts/Science, Donetsk National University",TRUE
Patrick Soon-Shiong,7.5,United States,pharmaceuticals,334,68,"Los Angeles, California",United States,Married,2,"Master of Science, University of British Columbia; Bachelor of Arts/Science, University of Witwatersrand; Medical Doctor, University of Witwatersrand",TRUE
Zhang Jindong,7.4,China,appliance retailer,339,58,"Nanjing, China",China,Married,2,"Bachelor of Arts/Science, Nanjing Normal University",TRUE
Laurent Dassault,7.3,France,diversified,344,67,"Paris, France",France,Married,2,"Associate in Arts/Science, Ecole Superieure Libre Des Sciences Commerciales Appliquees",FALSE
Henry Kravis,7.3,United States,private equity,344,77,"New York, New York",United States,Married,2,"Bachelor of Arts/Science, Claremont McKenna College; Master of Business Administration, Columbia Business School",TRUE
Rocco Commisso,7.2,United States,telecom,352,71,"Saddle River, New Jersey",United States,Married,2,"Bachelor of Arts/Science, Columbia University; Master of Business Administration, Columbia University",TRUE
Gang Ye,7.1,Singapore,gaming,358,40,"Singapore, Singapore",Singapore,Married,2,"Bachelor of Science, Cornell University",TRUE
Gustaf Douglas,7,Sweden,investments,369,83,"Stockholm, Sweden",Sweden,Married,2,"Master of Business Administration, Harvard University",TRUE
Ludwig Merckle,7,Germany,pharmaceuticals,369,56,"Ulm, Germany",Germany,Married,2,,FALSE
Jim Davis & family,6.9,United States,New Balance,380,77,"Newton, Massachusetts",United States,Married,2,"Bachelor of Arts/Science, Middlebury College",TRUE
Murali Divi & family,6.8,India,pharmaceuticals,384,70,"Hyderabad, India",India,Married,2,,TRUE
Micky Arison,6.7,United States,Carnival Cruises,391,71,"Bal Harbour, Florida",United States,Married,2,"Drop Out, University of Miami",FALSE
Kwon Hyuk-bin,6.7,South Korea,online games,391,47,"Seoul, South Korea",South Korea,Married,2,"Bachelor of Arts/Science, Sogang University",TRUE
Fredrik Lundberg,6.7,Sweden,"real estate, investments",391,69,"Stockholm, Sweden",Sweden,Married,2,"Bachelor of Arts/Science, Stockholm School of Economics",FALSE
Hiroshi Mikitani,6.7,Japan,online retail,391,56,"Tokyo, Japan",Japan,Married,2,"Master of Business Administration, Harvard University",TRUE
Reinhold Schmieding,6.7,United States,medical devices,391,66,"Naples, Florida",United States,Married,2,"Bachelor of Arts/Science, Michigan State University",TRUE
Gopikishan Damani,6.5,India,"retail, investments",404,63,"Mumbai, India",India,Married,2,,TRUE
Sri Prakash Lohia,6.5,Indonesia,petrochemicals,404,68,"London, United Kingdom",Indonesia,Married,2,"Bachelor of Arts/Science, Delhi University",FALSE
Dennis Washington,6.4,United States,"construction, mining",418,86,"Missoula, Montana",United States,Married,2,"Diploma, High School",TRUE
Tsai Eng-meng,6.3,Taiwan,"food, beverages",421,64,"Shanghai, China",Taiwan,Married,2,,FALSE
You Xiaoping,6.3,China,"chemicals, spandex",421,63,"Wenzhou, China",China,Married,2,,TRUE
Mitchell Rales,6.2,United States,"manufacturing, investments",432,64,"Potomac, Maryland",United States,Married,2,"Bachelor of Arts/Science, Miami University of Ohio",TRUE
Odd Reitan & family,6.1,Norway,"retail, real estate",440,69,"Trondheim, Norway",Norway,Married,2,,FALSE
Andrei Guriev & family,6,Russia,fertilizers,451,61,"Moscow, Russia",Russia,Married,2,"Master, Saint Petersburg Mining University; Bachelor of Arts/Science, State Central Institute of Physical Culture",TRUE
Meg Whitman,5.8,United States,eBay,476,64,"Los Angeles, California",United States,Married,2,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, Princeton University",TRUE
Michael Moritz,5.7,United States,venture capital,486,66,"San Francisco, California",United States,Married,2,"Bachelor of Arts/Science, Christ Church, Oxford University; Master of Business Administration, University of Pennsylvania, The Wharton School",TRUE
Tamara Gustavson,5.6,United States,self storage,496,59,"Lexington, Kentucky",United States,Married,2,"Bachelor of Arts/Science, University of Southern California",FALSE
Clive Calder,5.5,United Kingdom,record label,502,74,"Grand Cayman, Cayman Islands",United Kingdom,Married,2,,TRUE
Ivan Glasenberg,5.5,Switzerland,mining,502,64,"Ruschlikon, Switzerland",Switzerland,Married,2,"Master of Business Administration, Marshall School of Business; Bachelor of Arts/Science, University of Witwatersrand",TRUE
Ronald Lauder,5.5,United States,Estee Lauder,502,77,"New York, New York",United States,Married,2,"Bachelor of Arts/Science, University of Pennsylvania, The Wharton School",FALSE
Barry Lam,5.3,Taiwan,electronics,529,72,"Taipei, Taiwan",Taiwan,Married,2,"Bachelor of Arts/Science, National Taiwan University",TRUE
John Brown,5.2,United States,medical equipment,539,86,"Atlanta, Georgia",United States,Married,2,"Bachelor of Science in Engineering, Auburn University",TRUE
Wong Man Li,5.2,Hong Kong,furniture,539,56,"Hong Kong, Hong Kong",Hong Kong,Married,2,,TRUE
Mahendra Choksi & family,5.1,India,paints,550,80,"Mumbai, India",India,Married,2,"Bachelor of Engineering, Bombay University; Master of Science, Bombay University",FALSE
Gustavo Denegri,5.1,Italy,biotech,550,84,"torino, Italy",Italy,Married,2,,TRUE
Reed Hastings,5.1,United States,Netflix,550,60,"Santa Cruz, California",United States,Married,2,"Bachelor of Arts/Science, Bowdoin College; Master of Science, Stanford University",TRUE
Pankaj Patel,5,India,pharmaceuticals,561,68,"Ahmedabad, India",India,Married,2,"Bachelor of Arts/Science, Gujarat University; Master of Science, Gujarat University",FALSE
"Enrique Razon, Jr.",5,Philippines,ports,561,61,"Manila, Philippines",Philippines,Married,2,,FALSE
Charles Simonyi,5,United States,Microsoft,561,72,"Medina, Washington",United States,Married,2,"Doctorate, Stanford University; Bachelor of Arts/Science, University of California, Berkeley",TRUE
